"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Andre Roberson","431","SG",29,"BRK",5,0,63,2,14,0.143,1,8,0.125,1,6,0.167,0.179,1,2,0.5,7,8,15,4,3,1,2,4,6,4.2,0.202,0.143,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-0.043,-5.2,-0.9,-6.1,-0.1,14.7,0.429,0.357,0.071,0,0,0.571,0.2,0,NA,NA,0,1,0,0,0.5,0
"Andrew Wiggins","522","PF",25,"GSW",71,71,2364,505,1058,0.477,140,368,0.38,365,690,0.529,0.543,170,238,0.714,82,265,347,167,67,70,126,159,1320,15,0.568,0.225,3.7,11.8,7.8,10.9,1.3,2.6,9.8,23.3,1.2,2.7,3.9,0.08,0,-0.4,-0.4,1,14.2,0.652,0.218,0.197,0.108,0.129,0.348,0.706,0.5,0.404,0.38,0.479,0.829,0.065,65,0.247,0.418
"Anfernee Simons","458","SG",21,"POR",64,0,1104,168,401,0.419,120,282,0.426,48,119,0.403,0.569,46,57,0.807,14,126,140,89,18,8,43,96,502,12.3,0.589,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1,0.3,20.7,0.297,0.08,0.11,0.042,0.065,0.703,0.531,0.295,0.412,0.423,0.125,0.683,0.01,3,0.152,0.535
"Anthony Davis","118","PF",27,"LAL",36,36,1162,301,613,0.491,26,100,0.26,275,513,0.536,0.512,158,214,0.738,62,224,286,110,45,59,74,60,786,22.1,0.556,0.349,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2,11.7,0.837,0.243,0.204,0.232,0.158,0.163,0.785,0.536,0.415,0.33,0.575,0.962,0.098,54,0.16,0.625
"Anthony Edwards","141","SG",19,"MIN",72,55,2314,505,1211,0.417,171,520,0.329,334,691,0.483,0.488,211,272,0.776,59,277,336,211,82,36,160,129,1392,13.9,0.523,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1,14.2,0.571,0.306,0.145,0.047,0.072,0.429,0.647,0.318,0.246,0.276,0.392,0.632,0.066,70,0.14,0.301
"Anthony Gill","178","PF",28,"WAS",26,4,218,30,60,0.5,7,24,0.292,23,36,0.639,0.558,13,16,0.813,16,35,51,11,10,4,8,27,80,13.7,0.597,0.267,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.123,-1.6,0.3,-1.3,0,12.4,0.6,0.267,0.317,0,0.017,0.4,0.813,0.526,NA,0,0.783,0.857,0.05,2,0.375,0.111
"Anthony Lamb","283","SF",23,"HOU",24,3,415,46,118,0.39,23,71,0.324,23,47,0.489,0.487,18,21,0.857,27,43,70,23,6,5,19,34,133,8.7,0.523,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,0.1,0.1,0.2,0.023,-3.4,-2.7,-6.1,-0.4,16.5,0.398,0.246,0.153,0,0,0.602,0.586,0.333,NA,NA,0.522,1,0.034,4,0.225,0.438
"Anthony Tolliver","487","PF",35,"PHI",11,0,99,4,17,0.235,4,14,0.286,0,3,0,0.353,5,6,0.833,3,7,10,2,3,2,3,7,17,4,0.433,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,-0.1,0.1,0.1,0.025,-5.6,-1.5,-7,-0.1,23,0.176,0.059,0.059,0,0.059,0.824,0,0,NA,0,NA,1,0,0,0.214,0.667
"Anžejs Pasečņiks","393","C",25,"WAS",1,0,6,0,1,0,0,1,0,0,0,NA,0,0,0,NA,1,0,1,1,0,0,5,2,0,-40.6,0,0,17.7,0,8.8,18.7,0,0,83.3,41.4,-0.1,0,-0.1,-1.113,-40.7,-5.9,-46.6,-0.1,25.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA
"Armoni Brooks","70","SG",22,"HOU",20,5,520,78,192,0.406,60,157,0.382,18,35,0.514,0.563,7,12,0.583,10,58,68,30,12,5,22,34,223,10.4,0.565,0.063,2,12.4,7,8.7,1.1,0.9,10,17.9,0.1,0.2,0.3,0.03,-1.1,-2.1,-3.2,-0.2,22.1,0.182,0.099,0.057,0.026,0,0.818,0.579,0.545,0.2,NA,0.722,0.85,0.016,3,0.153,0.417
"Aron Baynes","35","C",34,"TOR",53,31,980,134,304,0.441,27,103,0.262,107,201,0.532,0.485,29,41,0.707,87,186,273,47,17,23,46,119,324,10.5,0.503,0.135,9.4,21.7,15.3,7,0.8,2.3,12.5,16.2,0.1,0.9,1,0.049,-3.4,-1.1,-4.5,-0.6,11.4,0.661,0.385,0.181,0.056,0.039,0.339,0.59,0.473,0.471,0.333,0.738,1,0.118,31,0.155,0.188
"Ashton Hagans","195","PG",21,"MIN",2,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,1,0,0,-12.4,NA,NA,0,0,0,0,0,0,100,10.5,0,0,0,-0.353,-13.7,-7.4,-21.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"Austin Rivers","430","SG",28,"TOT",36,7,845,104,245,0.424,55,149,0.369,49,96,0.51,0.537,22,31,0.71,8,74,82,81,30,2,36,64,285,9.9,0.551,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0,17.5,0.392,0.171,0.163,0.049,0.008,0.608,0.714,0.3,0.5,0.5,0.286,0.764,0,0,0.208,0.29
"Avery Bradley","61","SG",30,"TOT",27,6,602,64,171,0.374,33,101,0.327,31,70,0.443,0.471,12,15,0.8,8,49,57,46,21,3,28,55,173,6.3,0.487,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,18.2,0.409,0.158,0.099,0.035,0.117,0.591,0.741,0.353,0.167,0.2,0.71,0.939,0,0,0.396,0.375
"Axel Toupane","490","SF",28,"MIL",8,1,61,4,11,0.364,1,2,0.5,3,9,0.333,0.409,5,7,0.714,0,6,6,4,2,3,0,6,14,9,0.497,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,0.1,0.1,0.1,0.097,-4.1,1.1,-3,0,10.3,0.818,0.455,0.091,0.091,0.182,0.182,0.6,0,0,0,1,0,0,0,0.5,0
"Bam Adebayo","4","C",23,"MIA",64,64,2143,456,800,0.57,2,8,0.25,454,792,0.573,0.571,283,354,0.799,142,431,573,346,75,66,169,145,1197,22.7,0.626,0.443,7.7,22.6,15.3,26.9,1.7,3.2,15,23.7,5.6,3.2,8.8,0.197,2.9,2,4.9,3.7,7.6,0.99,0.353,0.303,0.225,0.11,0.01,0.794,0.471,0.456,0.386,0.656,1,0.188,137,0.125,0
"Ben McLemore","338","SG",27,"TOT",53,5,905,135,365,0.37,97,280,0.346,38,85,0.447,0.503,39,53,0.736,15,85,100,39,23,9,42,88,406,8.5,0.523,0.145,1.7,10.5,6,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,21.6,0.233,0.099,0.041,0.022,0.071,0.767,0.639,0.333,0.25,0.308,0.816,0.959,0.014,4,0.236,0.5
"Ben Simmons","457","PG",24,"PHI",58,58,1877,325,583,0.557,3,10,0.3,322,573,0.562,0.56,176,287,0.613,93,324,417,401,93,35,173,171,829,18.3,0.584,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6,0.153,0.7,2.2,2.9,2.3,4.3,0.983,0.527,0.383,0.07,0.003,0.017,0.687,0.426,0.366,0.5,0.407,1,0.153,85,0.3,0.333
"Bismack Biyombo","48","C",28,"CHO",66,36,1349,142,242,0.587,0,1,0,142,241,0.589,0.587,47,105,0.448,137,210,347,81,17,74,71,141,331,11.7,0.574,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3,-0.4,2.8,0.996,0.698,0.256,0.037,0.004,0.004,0.692,0.355,0.333,0,0.873,NA,0.318,70,1,0
"Blake Griffin","192","PF",31,"TOT",46,30,1186,174,411,0.423,70,205,0.341,104,206,0.505,0.509,87,117,0.744,35,190,225,140,32,15,62,111,505,12.9,0.546,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,0.9,1.1,2,0.081,-0.8,0,-0.8,0.3,15.1,0.501,0.265,0.175,0.029,0.032,0.499,0.633,0.431,0.167,0.154,0.5,0.757,0.046,18,0.18,0.27
"Boban Marjanović","313","C",32,"DAL",33,3,271,62,122,0.508,1,8,0.125,61,114,0.535,0.512,31,38,0.816,47,81,128,10,2,6,12,29,156,22.6,0.562,0.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,0.7,0.3,1,0.183,1.9,-2.6,-0.8,0.1,6.3,0.934,0.443,0.352,0.098,0.041,0.066,0.741,0.349,0.333,0.4,0.607,1,0.156,17,0,NA
"Bobby Portis","412","C",25,"MIL",66,7,1372,313,598,0.523,74,157,0.471,239,441,0.542,0.585,54,73,0.74,124,342,466,71,52,26,56,115,754,19.9,0.598,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2,4.8,0.167,1.8,-0.4,1.5,1.2,12.4,0.737,0.264,0.194,0.162,0.117,0.263,0.671,0.457,0.495,0.457,0.536,1,0.062,27,0.382,0.467
"Bogdan Bogdanović","52","SG",28,"ATL",44,27,1305,267,565,0.473,146,333,0.438,121,232,0.522,0.602,40,44,0.909,20,140,160,147,49,13,54,99,720,17.6,0.616,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8,18.7,0.411,0.11,0.108,0.122,0.071,0.589,0.629,0.459,0.464,0.55,0.397,0.836,0,0,0.216,0.556
"Bojan Bogdanović","53","SF",31,"UTA",72,72,2216,406,925,0.439,180,461,0.39,226,464,0.487,0.536,233,265,0.879,40,241,281,136,45,4,128,115,1225,14,0.588,0.286,2,11.1,6.7,9.1,1,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.2,-0.7,-0.4,0.9,15.4,0.502,0.181,0.226,0.079,0.016,0.498,0.635,0.411,0.438,0.133,0.412,0.961,0.015,11,0.406,0.444
"Bol Bol","54","PF",21,"DEN",32,2,160,25,58,0.431,9,24,0.375,16,34,0.471,0.509,10,15,0.667,0,24,24,7,3,10,13,14,69,9.4,0.534,0.259,0,16.9,8.5,6,0.9,6.1,16.8,21.2,-0.2,0.2,0,-0.004,-3.8,-0.3,-4.1,-0.1,16.1,0.586,0.172,0.172,0.121,0.121,0.414,0.9,0.3,0.286,0.286,0.625,0.667,0.086,5,0.125,0.333
"Brad Wanamaker","510","PG",31,"TOT",61,0,1053,115,299,0.385,16,85,0.188,99,214,0.463,0.411,90,101,0.891,18,87,105,174,43,11,71,94,336,9.5,0.489,0.338,1.8,8.8,5.3,22.5,1.9,1,17.1,16.9,-0.2,1,0.9,0.039,-4.4,0.3,-4,-0.5,12.2,0.716,0.311,0.227,0.064,0.114,0.284,0.602,0.338,0.316,0.412,0.545,0.688,0.017,5,0.047,0
"Bradley Beal","38","SG",27,"WAS",60,60,2147,670,1382,0.485,130,373,0.349,540,1009,0.535,0.532,408,459,0.889,72,211,283,265,69,22,187,140,1878,22.7,0.593,0.332,3.6,10.4,7,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9,13.3,0.73,0.177,0.274,0.143,0.136,0.27,0.66,0.53,0.47,0.452,0.43,0.723,0.021,24,0.169,0.381
"Brandon Clarke","101","PF",24,"MEM",59,16,1415,256,495,0.517,20,77,0.26,236,418,0.565,0.537,78,113,0.69,97,231,328,95,60,51,33,84,610,17.3,0.56,0.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,2.2,2,4.2,0.142,0.4,1.2,1.5,1.3,8,0.844,0.412,0.279,0.131,0.022,0.156,0.725,0.428,0.385,0.364,0.814,1,0.145,59,0.597,0.261
"Brandon Goodwin","181","PG",25,"ATL",47,5,620,84,223,0.377,32,103,0.311,52,120,0.433,0.448,28,43,0.651,8,61,69,95,17,0,36,41,228,9.2,0.471,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,16.1,0.538,0.233,0.157,0.099,0.049,0.462,0.481,0.4,0.455,0.273,0.269,0.688,0,0,0.107,0.455
"Brandon Ingram","243","SF",23,"NOP",61,61,2093,513,1101,0.466,143,375,0.381,370,726,0.51,0.531,281,320,0.878,34,265,299,296,42,36,154,124,1450,19.2,0.584,0.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,15.9,0.659,0.144,0.115,0.224,0.176,0.341,0.677,0.417,0.449,0.51,0.368,0.79,0.027,26,0.165,0.306
"Brian Bowen","60","SF",22,"IND",6,0,15,1,4,0.25,0,1,0,1,3,0.333,0.25,1,1,1,0,3,3,0,0,0,0,1,3,1,0.338,0.25,0,21.6,10.8,0,0,0,0,12.6,0,0,0,-0.063,-8.1,-2.9,-11,0,16.6,0.75,0,0.25,0,0.5,0.25,NA,1,NA,0,1,NA,0,0,0,NA
"Brodric Thomas","478","SG",24,"TOT",32,1,399,39,108,0.361,16,59,0.271,23,49,0.469,0.435,31,46,0.674,8,45,53,30,15,10,22,40,125,8,0.487,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.3,-4.4,-0.2,17.4,0.454,0.231,0.074,0.019,0.13,0.546,0.72,0.125,0,0.286,0.478,0.813,0.056,6,0.22,0.231
"Brook Lopez","300","C",32,"MIL",70,70,1902,322,640,0.503,95,281,0.338,227,359,0.632,0.577,120,142,0.845,104,243,347,50,40,103,64,149,859,15.4,0.611,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0,0,0,0.9,14.2,0.561,0.263,0.211,0.064,0.023,0.439,0.774,0.511,0.488,0.533,0.692,0.958,0.111,66,0.27,0.408
"Bruce Brown","72","PG",24,"BRK",65,37,1451,235,423,0.556,17,59,0.288,218,364,0.599,0.576,86,117,0.735,111,238,349,104,58,28,54,145,573,16.1,0.604,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,6.4,0.861,0.513,0.286,0.057,0.005,0.139,0.7,0.479,0.292,0.5,0.752,1,0.054,22,0.746,0.295
"Bruno Caboclo","85","PF",25,"HOU",6,0,36,8,17,0.471,0,5,0,8,12,0.667,0.471,1,2,0.5,3,11,14,1,0,2,4,6,17,9,0.475,0.118,8.5,34,20.7,4.7,0,5,18.3,25.8,-0.1,0,-0.1,-0.088,-8.4,-1.7,-10.1,-0.1,9.6,0.706,0.353,0.353,0,0,0.294,1,0.333,NA,NA,0.625,NA,0.235,4,0.4,0
"Bruno Fernando","154","C",22,"ATL",33,0,226,18,44,0.409,0,2,0,18,42,0.429,0.409,15,22,0.682,16,62,78,10,4,3,21,23,51,6.2,0.475,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.1,-0.4,-6.5,-0.3,4.5,0.955,0.659,0.182,0.068,0.045,0.045,0.586,0,0.333,0,0.833,NA,0.205,6,0.5,0
"Bryn Forbes","159","SG",27,"MIL",70,10,1354,250,529,0.473,154,341,0.452,96,188,0.511,0.618,47,61,0.77,11,101,112,45,24,1,44,77,701,12.8,0.631,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,21,0.355,0.045,0.078,0.091,0.142,0.645,0.542,0.39,0.604,0.507,0.667,0.968,0.002,1,0.229,0.449
"Buddy Hield","219","SG",28,"SAC",71,71,2433,403,992,0.406,282,721,0.391,121,271,0.446,0.548,88,104,0.846,29,305,334,257,63,30,130,175,1176,12.8,0.567,0.105,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,1.5,0.7,2.2,0.044,1,-1.6,-0.6,0.9,21.2,0.273,0.087,0.06,0.064,0.063,0.727,0.64,0.267,0.444,0.355,0.331,0.812,0.009,8,0.136,0.469
"Caleb Martin","316","SF",25,"CHO",53,3,818,96,256,0.375,31,125,0.248,65,131,0.496,0.436,41,64,0.641,31,110,141,67,37,12,33,62,264,9.5,0.465,0.25,4,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,16,0.512,0.285,0.094,0.012,0.121,0.488,0.575,0.375,0.333,0.419,0.6,0.871,0.039,7,0.248,0.258
"Cam Reddish","422","SF",21,"ATL",26,21,750,96,263,0.365,33,126,0.262,63,137,0.46,0.428,67,82,0.817,22,82,104,35,33,9,34,68,292,9.3,0.488,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,15.1,0.521,0.243,0.16,0.068,0.049,0.479,0.656,0.262,0.278,0.385,0.603,0.939,0.053,11,0.27,0.324
"Cameron Johnson","258","PF",24,"PHO",60,11,1437,203,483,0.42,117,335,0.349,86,148,0.581,0.541,50,59,0.847,33,166,199,86,37,16,40,85,573,11.8,0.563,0.122,2.6,12.9,7.9,8,1.3,1,7.3,17,1.2,1.4,2.6,0.086,0,-0.2,-0.2,0.7,19.5,0.306,0.143,0.066,0.054,0.043,0.694,0.754,0.5,0.346,0.429,0.837,0.983,0.046,20,0.379,0.425
"Cameron Oliver","385","SF",24,"HOU",4,0,87,19,33,0.576,4,13,0.308,15,20,0.75,0.636,1,4,0.25,5,16,21,5,2,4,3,11,43,17.2,0.619,0.121,5.9,20.5,12.9,9.6,1.1,4.1,7.9,18.5,0.1,0.1,0.2,0.114,-1,-1,-2,0,12.6,0.606,0.394,0.121,0.091,0,0.394,0.769,0.75,0.667,NA,0.867,1,0.152,5,0,NA
